Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
Ken to Mahou to Gakuen Mono. Final: Shinnyusei wa Ohimesama,PSP,2011.0,Strategy,Acquire,0.0,0.0,0.08,0.0,0.08,,,,,,
Sherlock Holmes: Crimes & Punishments,XOne,2014.0,Adventure,Focus Home Interactive,0.03,0.04,0.0,0.01,0.08,,,,,,
SingStar Apres-Ski Party 2,PS3,2010.0,Misc,Sony Computer Entertainment,0.0,0.06,0.0,0.01,0.08,,,,,,
Samurai Shodown III,NG,1995.0,Fighting,SNK,0.0,0.0,0.08,0.0,0.08,,,,,,
Akiba's Trip Plus,PSP,2012.0,Adventure,Acquire,0.0,0.0,0.08,0.0,0.08,,,,,,
Famicom Mini: SD Gundam World Gachapon Senshi - Scramble Wars,GBA,2004.0,Strategy,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,
Kobitodzukan: Kobito no Fushigi - Jikken Set,3DS,2013.0,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,,,,,,
Famicom Mini: Star Soldier,GBA,2004.0,Shooter,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,
Sentimental Graffiti 2,DC,2000.0,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,,,,,,
Shonen Jump's One Piece: Pirates Carnival,GC,2005.0,Misc,Namco Bandai Games,0.06,0.02,0.0,0.0,0.08,,,,,,
Doraemon: Nobita and the Island of Miracles,3DS,2012.0,Action,FuRyu,0.0,0.0,0.08,0.0,0.08,,,,,,
Gekijouban Madoka Magicka: The Battle Pentagram,PSV,2013.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Sentimental Graffiti: First Window,SAT,1997.0,Adventure,NEC Interchannel,0.0,0.0,0.08,0.0,0.08,,,,,,
Cartoon Network Collection: Game Boy Advance Video Volume 2,GBA,2004.0,Misc,,0.06,0.02,0.0,0.0,0.08,,,,,,
Tempest 3X,PS,1995.0,Shooter,Interplay,0.04,0.03,0.0,0.01,0.08,,,,,,
A-Train,PS,1995.0,Simulation,Sony Computer Entertainment,0.02,0.01,0.04,0.01,0.08,,,,,,
Get Fit with Mel B,X360,,Sports,Black Bean Games,0.0,0.06,0.0,0.01,0.08,57.0,7.0,,,Lightning Fish Games,E
Bleach: Erabareshi Tamashii,PS2,2005.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Sengoku Musou 3: Moushouden ,Wii,2011.0,Action,Ackkstudios,0.0,0.0,0.08,0.0,0.08,,,,,,
Witches & Vampires: The Secrets of Ashburry,DS,2010.0,Adventure,DTP Entertainment,0.05,0.02,0.0,0.01,0.08,,,,,,
Yuu Yuu Hakusho: Makyo Toitsusen,GEN,1994.0,Fighting,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
Rock Revolution,Wii,,Misc,,0.07,0.0,0.0,0.01,0.08,46.0,4.0,tbd,,"Zoe Mode, HB Studios Multimedia",T
Ogre Battle Series: Tactics Ogre,PS,1997.0,Role-Playing,Atlus,0.04,0.03,0.0,0.01,0.08,,,,,,
The $1 Pyramid,Wii,2011.0,Misc,Ubisoft,0.07,0.0,0.0,0.01,0.08,,,,,,
UEFA Euro 2016,PS3,2016.0,Sports,Konami Digital Entertainment,0.0,0.04,0.03,0.01,0.08,,,,,,
Gintama: Gin-San to Issho! Boku no Kabuki Machi Nikki,PS2,2007.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Skydiving Extreme,PS,2001.0,Sports,Banpresto,0.04,0.03,0.0,0.01,0.08,,,,,,
Motto! Stitch! DS Rhythm de Rakugaki Daisakusen,DS,2010.0,Misc,Disney Interactive Studios,0.0,0.0,0.08,0.0,0.08,,,,,,
Dungeon Travelers 2: The Royal Library & The Monster Seal,PSP,2013.0,Role-Playing,Aqua Plus,0.0,0.0,0.08,0.0,0.08,,,,,,
Horrid Henry's Horrid Adventure,DS,2010.0,Adventure,Asylum Entertainment,0.0,0.07,0.0,0.01,0.08,,,,,,
Striker 96,PS,1995.0,Sports,Time Warner Interactive,0.04,0.03,0.0,0.01,0.08,,,,,,
Pocket Dogs,GBA,2004.0,Misc,Agatsuma Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,
Tokimeki Memorial 4,PSP,2009.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Bleach: Heat the Soul 4,PSP,2007.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Dragon's Dogma Online,PS4,2015.0,Role-Playing,Capcom,0.0,0.0,0.08,0.0,0.08,,,,,,
Real Robots Final Attack,PS,1998.0,Shooter,Banpresto,0.0,0.0,0.07,0.01,0.08,,,,,,
New International Track & Field,DS,2008.0,Sports,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.08,,,,,,
P.N.03 - Product Number Three,GC,2003.0,Shooter,Capcom,0.06,0.02,0.0,0.0,0.08,,,,,,
Boku no Natsuyasumi 3: Hokkoku Hen: Chiisana Boku no Dai Sougen​,PS3,2007.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Ape Escape: Pumped & Primed,PS2,2004.0,Misc,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.08,,,,,,
FabStyle,DS,2011.0,Strategy,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
Medabots Dual: Kabuto / Kuwagata,3DS,2013.0,Role-Playing,Rocket Company,0.0,0.0,0.08,0.0,0.08,,,,,,
Happy Feet Two,Wii,,Action,Warner Bros. Interactive Entertainment,0.06,0.01,0.0,0.01,0.08,,,,,,
Adventure Time: Explore the Dungeon Because I Don't Know!,X360,2013.0,Action,D3Publisher,0.03,0.04,0.0,0.01,0.08,,,,,,
LEGO Soccer Mania,GBA,2002.0,Sports,Electronic Arts,0.06,0.02,0.0,0.0,0.08,,,,,,
Resident Evil Zero,XOne,2016.0,Action,Capcom,0.05,0.02,0.0,0.01,0.08,,,,,,
Bleach: Heat the Soul 7,PSP,2010.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Nanashi no Game,DS,2008.0,Adventure,Square Enix,0.0,0.0,0.08,0.0,0.08,,,,,,
Diego's Build & Rescue,DS,2010.0,Action,Take-Two Interactive,0.07,0.0,0.0,0.01,0.08,,,,,,
Auto Destruct,PS,1998.0,Action,Electronic Arts,0.04,0.03,0.0,0.01,0.08,,,,,,
Dangerous Ji-San to 1000-nin no Otomodachi Yokoshima,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
GOTHA: Ismailia Seneki,SAT,1995.0,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
Zoo Tycoon (2013),X360,2013.0,Simulation,Microsoft Game Studios,0.02,0.06,0.0,0.01,0.08,,,,,,
Deep Fear,SAT,1998.0,Adventure,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
Skeleton Warriors,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.01,0.08,,,,,,
Criminal Girls: Invite Only,PSP,2010.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.08,0.0,0.08,,,,,,
Virus,SAT,1997.0,Shooter,Hudson Soft,0.0,0.0,0.08,0.0,0.08,,,,,,
Jikkyou Powerful Pro Yakyuu Next,Wii,2009.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Dragon Shadow Spell,PS2,2007.0,Role-Playing,Flight-Plan,0.0,0.0,0.08,0.0,0.08,,,,,,
Dragon Slayer: The Legend of Heroes,GEN,1994.0,Role-Playing,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
Sound Novel Tsukuru,SNES,1996.0,Misc,ASCII Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
The Idolm@ster,X360,2007.0,Simulation,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Momotarou Dentetsu 11,GC,2002.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.08,,,,,,
Adventure Time: Finn & Jake Investigations,X360,2015.0,Action,Little Orbit,0.03,0.05,0.0,0.01,0.08,,,,,,
Guilty Gear XX Slash,PS2,2006.0,Fighting,Sammy Corporation,0.0,0.0,0.08,0.0,0.08,,,,,,
Super Robot Taisen Z Special Disc,PS2,2009.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Slayers Royal 2,SAT,1998.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,,,,,
Scooby-Doo! Who's Watching Who?,PSP,2006.0,Adventure,THQ,0.07,0.0,0.0,0.01,0.08,,,,,,
Ro-Kyu-Bu!,PSP,2011.0,Adventure,Kadokawa Shoten,0.0,0.0,0.08,0.0,0.08,,,,,,
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!,DS,2007.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,
Pro Yakyuu Famista DS 2010,DS,2010.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai,DS,2008.0,Fighting,Takara Tomy,0.0,0.0,0.08,0.0,0.08,,,,,,
Captain Tsubasa,PS2,2006.0,Sports,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
No One Can Stop Mr. Domino!,PS,1998.0,Misc,JVC,0.04,0.03,0.0,0.0,0.08,,,,,,
Majin Tensei,SNES,1994.0,Role-Playing,Atlus,0.0,0.0,0.08,0.0,0.08,,,,,,
Yoru no Nai Kuni,PS4,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
Dragon Force II: Kamisarishi Daichi ni,SAT,1998.0,Strategy,Sega,0.0,0.0,0.08,0.0,0.08,,,,,,
Monkey Hero,PS,1998.0,Action,Take-Two Interactive,0.04,0.03,0.0,0.0,0.08,,,,,,
Sumikko Gurashi: Mura o Tsukurundesu,3DS,2016.0,Misc,Nippon Columbia,0.0,0.0,0.08,0.0,0.08,,,,,,
Krazy Ivan,PS,1995.0,Simulation,Psygnosis,0.04,0.03,0.0,0.0,0.08,,,,,,
Quo Vadis,SAT,1995.0,Strategy,Glams,0.0,0.0,0.08,0.0,0.08,,,,,,
Fate/Tiger Colosseum,PSP,2007.0,Fighting,Capcom,0.0,0.0,0.08,0.0,0.08,,,,,,
SCORE International Baja 1000: The Official Game,PS3,2008.0,Racing,Activision,0.07,0.0,0.0,0.01,0.08,,,,,,
Dragon Ball Z: The Legacy of Goku I & II,GBA,2005.0,Role-Playing,Atari,0.05,0.02,0.0,0.0,0.08,,,,,,
Romance of the Three Kingdoms 13,PS4,2015.0,Action,Tecmo Koei,0.02,0.0,0.05,0.01,0.08,,,,,,
One Piece: Gear Spirit,DS,2007.0,Fighting,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Tales of Fandom Vol.2,PS2,2007.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Genkai Totsuki Moero Chronicle,PSV,2014.0,Role-Playing,Compile Heart,0.0,0.0,0.08,0.0,0.08,,,,,,
Minna no Joushiki Ryoku TV,Wii,2008.0,Misc,Nintendo,0.0,0.0,0.08,0.0,0.08,,,,,,
Tears to Tiara: Garland of the Earth,PS3,2008.0,Strategy,Aqua Plus,0.0,0.0,0.08,0.0,0.08,,,,,,
The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011.0,Action,THQ,0.04,0.03,0.0,0.01,0.08,,,,,,
Backyard NBA Basketball,DS,2007.0,Sports,Atari,0.07,0.0,0.0,0.01,0.08,,,,,,
Aikatsu! My No.1 Stage!,3DS,2015.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Pinball Hall of Fame: The Gottlieb Collection,XB,2004.0,Misc,Crave Entertainment,0.06,0.02,0.0,0.0,0.08,,,,,,
Conception: Please Give Birth to My Child!,PSP,2012.0,Role-Playing,Spike,0.0,0.0,0.08,0.0,0.08,,,,,,
Super Football,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.08,,,,,,
The Idolmaster: Gravure For You! Vol. 3,PS3,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.08,0.0,0.08,,,,,,
Scooby-Doo! Unmasked,XB,2005.0,Platform,THQ,0.06,0.02,0.0,0.0,0.08,,,,,,
Yoru no Nai Kuni,PSV,2015.0,Role-Playing,Tecmo Koei,0.0,0.0,0.08,0.0,0.08,,,,,,
Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Nicola Kanshuu: Model Oshare * Audition Platina,3DS,2012.0,Action,Alchemist,0.0,0.0,0.08,0.0,0.08,,,,,,
Fairy Tail: Portable Guild 2,PSP,2011.0,Fighting,Konami Digital Entertainment,0.0,0.0,0.08,0.0,0.08,,,,,,
Imagine: My Restaurant,DS,2009.0,Simulation,Ubisoft,0.0,0.07,0.0,0.01,0.07,,,,,,
Wizardry: Llylgamyn Saga,PS,1998.0,Role-Playing,Locus,0.0,0.0,0.07,0.0,0.07,,,,,,
Supremacy MMA,PSV,2012.0,Fighting,505 Games,0.02,0.04,0.0,0.01,0.07,,,,,,
Kinnikuman Muscle Grand Prix Max 2: Tokumori,PS2,2008.0,Fighting,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Gale Racer,SAT,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Myst,PS,1995.0,Adventure,Psygnosis,0.0,0.0,0.07,0.0,0.07,,,,,,
Killer Instinct (2013),XOne,2013.0,Fighting,Microsoft Game Studios,0.04,0.03,0.0,0.01,0.07,,,,,,
AKB1/149: Love Election,PSV,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Naruto Shippuden: Gekito Ninja Taisen! EX 3,Wii,2008.0,Fighting,Takara Tomy,0.0,0.0,0.07,0.0,0.07,,,,,,
Boku no Natsuyasumi Portable 2: Nazo Nazo Shimai to Chinbotsusen no Himitsu,PSP,2010.0,Adventure,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Super Baseball,2600,1987.0,Sports,Atari,0.07,0.0,0.0,0.0,0.07,,,,,,
Kenka Banchou 6: Soul & Blood,3DS,2015.0,Fighting,Screenlife,0.0,0.0,0.07,0.0,0.07,,,,,,
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PS3,2011.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Kung Fu Panda: Legendary Warriors,Wii,2008.0,Action,Activision,0.07,0.0,0.0,0.0,0.07,,,,,,
Formula One World Championship: Beyond the Limit,SCD,1994.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Medabots 8,3DS,2014.0,Role-Playing,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,,,
Divinity: Original Sin,XOne,2015.0,Role-Playing,Focus Home Interactive,0.04,0.03,0.0,0.01,0.07,,,,,,
Hakuouki DS,DS,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,,,,,
Buster Bros. Collection,PS,1997.0,Puzzle,Capcom,0.04,0.03,0.0,0.0,0.07,,,,,,
Sony Computer Science Kenkyuujo Mogi Kenichirou Hakase Kanshuu: Nou ni Kaikan Aha Taiken!,PSP,2006.0,Misc,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,
Famicom Mini: Hikari Shinwa: Palutena no Kagami,GBA,2004.0,Platform,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,
Momotarou Dentetsu Tag Match: Yuujou - Doryoku - Shouri no Maki!,PSP,2010.0,Misc,Hudson Soft,0.0,0.0,0.07,0.0,0.07,,,,,,
My First Songs,Wii,2010.0,Misc,Mindscape,0.0,0.06,0.0,0.01,0.07,,,,,,
Boxing,PS,2000.0,Fighting,Midas Interactive Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,
NHL Open Ice,PS,1996.0,Sports,Midway Games,0.04,0.03,0.0,0.0,0.07,,,,,,
Gundam Battle Tactics,PSP,2005.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Touch Detective: Nameko Shigeru,3DS,2013.0,Adventure,Success,0.0,0.0,0.07,0.0,0.07,,,,,,
Sky Gunner,PS2,2001.0,Action,Sony Computer Entertainment,0.04,0.03,0.0,0.01,0.07,,,,,,
And1 Streetball,XB,2006.0,Action,Ubisoft,0.06,0.02,0.0,0.0,0.07,,,,,,
PhotoKano,PSV,2013.0,Adventure,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,
Warriors Orochi 3,PSV,2013.0,Action,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
Real Sound: Kaze no Riguretto,SAT,1997.0,Adventure,Warp,0.0,0.0,0.07,0.0,0.07,,,,,,
Again,DS,2009.0,Adventure,Ackkstudios,0.07,0.0,0.0,0.0,0.07,,,,,,
Soccer Tsuku: Pro Soccer Club o Tsukurou!,PSV,2013.0,Sports,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Summon Night 4,PSP,2012.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Hero Bank,3DS,2014.0,Role-Playing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Classic Road,PS,1995.0,Sports,Victor Interactive,0.0,0.0,0.07,0.0,0.07,,,,,,
Cartoon Network: Punch Time Explosion XL,X360,2011.0,Fighting,Crave Entertainment,0.07,0.0,0.0,0.01,0.07,,,,,,
Utawarerumono: Itsuwari no Kamen,PSV,2015.0,Adventure,Aqua Plus,0.0,0.0,0.07,0.0,0.07,,,,,,
The Idolm@ster: Live for You!,X360,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Tokimeki Memorial Girl's Side Premium: 3rd Story,PSP,2012.0,Adventure,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Smashing Drive,GC,,Racing,,0.06,0.01,0.0,0.0,0.07,47.0,18.0,5.2,6.0,Point of View,T
Mega Man Xtreme,GB,2000.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,
Hang On GP,SAT,1995.0,Racing,Sega,0.0,0.0,0.07,0.0,0.07,,,,,,
Uprising X,PS,1998.0,Action,3DO,0.04,0.03,0.0,0.0,0.07,,,,,,
Mega Man Xtreme 2,GB,2001.0,Platform,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,
"Sesame Street: Ready, Set, Grover!",DS,2011.0,Misc,Warner Bros. Interactive Entertainment,0.07,0.0,0.0,0.01,0.07,,,,,,
Sigma Harmonics,DS,2008.0,Role-Playing,Square Enix,0.0,0.0,0.07,0.0,0.07,,,,,,
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,2010.0,Shooter,Sega,0.06,0.01,0.0,0.01,0.07,,,,,,
Summon Night,DS,2008.0,Role-Playing,Banpresto,0.0,0.0,0.07,0.0,0.07,,,,,,
"3 in 1: Solitaire, Mahjong & Tangram",DS,2010.0,Misc,Deep Silver,0.0,0.07,0.0,0.01,0.07,,,,,,
Beyond Good & Evil,GC,2003.0,Adventure,Ubisoft,0.06,0.01,0.0,0.0,0.07,,,,,,
NOëL: La Neige,PS,1998.0,Adventure,Pioneer LDC,0.0,0.0,0.07,0.0,0.07,,,,,,
Busou Shinki: Battle Masters,PSP,2010.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Roll Away,PS,1998.0,Puzzle,Sony Computer Entertainment,0.04,0.03,0.0,0.0,0.07,,,,,,
Derby Jockey: Kishou e no Michi,SNES,1994.0,Sports,Asmik Corp,0.0,0.0,0.07,0.0,0.07,,,,,,
Harukanaru Toki no Naka de 4,PS2,2008.0,Adventure,Tecmo Koei,0.0,0.0,0.07,0.0,0.07,,,,,,
Winning Post 7 2012,PS3,2012.0,Sports,Ackkstudios,0.0,0.0,0.07,0.0,0.07,,,,,,
Spot Goes to Hollywood,PS,1996.0,Platform,Virgin Interactive,0.04,0.03,0.0,0.0,0.07,,,,,,
G Darius,PS,1997.0,Shooter,THQ,0.04,0.03,0.0,0.0,0.07,,,,,,
Mucha Lucha! Mascaritas of the Lost Code,GBA,2003.0,Fighting,Ubisoft,0.05,0.02,0.0,0.0,0.07,,,,,,
SD Gundam: Gashapon Wars,GC,2005.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
River King: Mystic Valley (US sales),DS,2007.0,Sports,Rising Star Games,0.07,0.0,0.0,0.0,0.07,,,,,,
Model * Oshare Audition: Dream Girl,3DS,2013.0,Misc,Alchemist,0.0,0.0,0.07,0.0,0.07,,,,,,
Lupin Sansei: Shijou Saidai no Zunousen,DS,2010.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
WRC 2: FIA World Rally Championship,X360,2011.0,Racing,Ubisoft,0.0,0.06,0.0,0.01,0.07,,,,,,
Archer Maclean's 3D Pool,GBA,2003.0,Misc,Crave Entertainment,0.05,0.02,0.0,0.0,0.07,,,,,,
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010.0,Sports,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
Exhibition Volume 4,XB,2003.0,Misc,Microsoft Game Studios,0.05,0.02,0.0,0.0,0.07,,,,,,
Viewpoint,PS,1995.0,Shooter,Electronic Arts,0.04,0.03,0.0,0.0,0.07,,,,,,
Code Geass: Hangyaku no Lelouch - Lost Colors,PSP,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Disney's Donald Duck Advance,GBA,2001.0,Platform,Ubisoft,0.05,0.02,0.0,0.0,0.07,,,,,,
Hakuouki: Yuugi Roku,PSP,2010.0,Adventure,Idea Factory,0.0,0.0,0.07,0.0,0.07,,,,,,
The Rub Rabbits!,DS,2005.0,Puzzle,Sega,0.03,0.0,0.04,0.0,0.07,,,,,,
Let's Ride! Friends Forever,DS,2008.0,Adventure,THQ,0.07,0.0,0.0,0.01,0.07,,,,,,
Kenyuu Densetsu Yaiba,SNES,1994.0,Action,Banpresto,0.0,0.0,0.07,0.0,0.07,,,,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PS2,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui V,PSP,2009.0,Strategy,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Eiken DS,DS,2007.0,Misc,Rocket Company,0.0,0.0,0.07,0.0,0.07,,,,,,
Game Center CX: Arino no Chousenjou 2,DS,2009.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
E.X. Troopers,3DS,2012.0,Shooter,Capcom,0.0,0.0,0.07,0.0,0.07,,,,,,
The Croods: Prehistoric Party!,Wii,2013.0,Misc,D3Publisher,0.01,0.05,0.0,0.0,0.07,,,,,,
J Legend Retsuden,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Port Royale 3,PS3,,Simulation,Kalypso Media,0.06,0.0,0.0,0.01,0.07,,,8.9,9.0,Kalypso,T
The King of Fighters: Evolution,DC,2000.0,Fighting,SNK,0.0,0.0,0.07,0.0,0.07,,,,,,
DS Uranai Seikatsu,DS,2009.0,Misc,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,
Hyperdimension Neptunia Re;Birth 3,PSV,2014.0,Action,Idea Factory International,0.04,0.02,0.0,0.02,0.07,,,,,,
Pro Farm 1,PC,2011.0,Simulation,Excalibur Publishing,0.0,0.06,0.0,0.01,0.07,,,,,,
All-Star Baseball 2004,GBA,2003.0,Sports,Acclaim Entertainment,0.05,0.02,0.0,0.0,0.07,,,,,,
Cho~ricchi! Tamagotchi no Puchi Puchi Omisecchi,3DS,2012.0,Action,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
The Legend of Heroes: Trails in the Sky Third Chapter,PSP,2008.0,Role-Playing,Falcom Corporation,0.0,0.0,0.07,0.0,0.07,,,,,,
Hannspree Ten Kate Honda: SBK Superbike World Championship,PS2,2007.0,Racing,Black Bean Games,0.03,0.03,0.0,0.01,0.07,,,,,,
Alexi Lalas International Soccer,PS,1998.0,Sports,Take-Two Interactive,0.04,0.03,0.0,0.0,0.07,,,,,,
Dream Trigger 3D,3DS,,Shooter,D3Publisher,0.04,0.02,0.0,0.01,0.07,54.0,24.0,6.3,29.0,"Art Co., Ltd.",E
Monster Rancher Battle Card: Episode II,PS,2000.0,Action,Tecmo Koei,0.04,0.03,0.0,0.0,0.07,,,,,,
Itoi Shigesato no Bass Tsuri No. 1 Ketteihan!,N64,2000.0,Sports,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,
Famicom Mini: Nazo no Murasame-Jou,GBA,2004.0,Action,Nintendo,0.0,0.0,0.07,0.0,0.07,,,,,,
Dead Island: Riptide,PC,,Action,Deep Silver,0.0,0.07,0.0,0.01,0.07,61.0,35.0,6,441.0,Techland,M
Yoostar on MTV,X360,,Misc,,0.07,0.0,0.0,0.01,0.07,49.0,4.0,tbd,,Yoostar Entertainment Group,T
Kane & Lynch 2: Dog Days,PC,2010.0,Shooter,Square Enix,0.0,0.06,0.0,0.01,0.07,,,,,,
Mahjong Fight Club DS: Wi-Fi Taiou,DS,2006.0,Misc,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
"Hi! Hamtaro - Little Hamsters,big Adventures: Ham-Ham Challenge",DS,2005.0,Misc,505 Games,0.07,0.0,0.0,0.0,0.07,,,,,,
Vampire Knight DS,DS,2009.0,Adventure,D3Publisher,0.0,0.0,0.07,0.0,0.07,,,,,,
Rugby League 3,Wii,2010.0,Sports,Alternative Software,0.0,0.06,0.0,0.01,0.07,,,,,,
Magi: The Labyrinth of Beginning,3DS,2013.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
The Croods: Prehistoric Party!,DS,2013.0,Misc,D3Publisher,0.03,0.04,0.0,0.01,0.07,,,,,,
I Don't Have Many Friends Portable,PSP,2012.0,Adventure,Namco Bandai Games,0.0,0.0,0.07,0.0,0.07,,,,,,
Jewel Link Chronicles: Legend of Athena,DS,2011.0,Puzzle,GSP,0.0,0.06,0.0,0.01,0.07,,,,,,
Burnout Paradise: The Ultimate Box,PS3,2009.0,Racing,Electronic Arts,0.0,0.05,0.01,0.01,0.07,,,,,,
Loons: The Fight For Fame,XB,2002.0,Action,Atari,0.05,0.02,0.0,0.0,0.07,,,,,,
Metal Gear Solid,GB,2000.0,Action,Konami Digital Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
The Legend of Heroes: Trails in the Sky First Chapter,PSV,2015.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.07,0.0,0.07,,,,,,
Totaled!,XB,2002.0,Racing,Rage Software,0.05,0.02,0.0,0.0,0.07,,,,,,
Bleach: Heat the Soul 3,PSP,2006.0,Fighting,Sony Computer Entertainment,0.0,0.0,0.07,0.0,0.07,,,,,,
